N_count,S_count,E_count,W_count,N_queue,S_queue,E_queue,W_queue,N_arrival,S_arrival,E_arrival,W_arrival,N_speed,S_speed,E_speed,W_speed,N_queue_growth,S_queue_growth,E_queue_growth,W_queue_growth,current_phase,elapsed_phase_time,scenario_id,cycle_idx,archetype,true_N_rate,true_S_rate,true_E_rate,true_W_rate,target_plan,best_delay
12.0,17.0,9.0,22.0,1.0,0.0,3.0,18.0,14.0,16.0,28.0,22.0,3.09,1.06,10.67,10.14,-5.0,-12.0,2.0,3.0,0.0,0.0,48,2,slight_ew,13.2,15.3,22.0,22.1,P2,36.13
10.0,22.0,21.0,26.0,0.0,0.0,17.0,20.0,10.0,18.0,32.0,24.0,1.74,0.39,10.61,10.04,-7.0,-17.0,5.0,-1.0,0.0,0.0,48,3,slight_ew,13.2,15.3,22.0,22.1,P1,39.1
22.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,24.0,10.0,14.0,4.0,0.6,1.2,12.99,13.75,-15.0,-7.0,0.0,0.0,0.0,0.0,49,1,slight_ns,19.3,20.0,16.4,13.3,P4,16.68
14.0,19.0,0.0,8.0,0.0,1.0,0.0,3.0,16.0,28.0,8.0,18.0,1.34,1.54,13.69,10.1,-8.0,-11.0,0.0,3.0,0.0,0.0,49,2,slight_ns,19.3,20.0,16.4,13.3,P3,15.74
19.0,14.0,3.0,7.0,0.0,0.0,0.0,2.0,12.0,16.0,10.0,20.0,1.4,1.57,12.84,10.02,-13.0,-9.0,0.0,1.0,0.0,0.0,49,3,slight_ns,19.3,20.0,16.4,13.3,P5,16.59
4.0,8.0,17.0,14.0,0.0,0.0,11.0,8.0,4.0,10.0,26.0,24.0,3.02,1.81,10.79,10.73,-2.0,-6.0,0.0,0.0,0.0,0.0,51,1,moderate_ew,9.2,9.4,29.6,23.0,P1,29.95
9.0,10.0,23.0,15.0,0.0,0.0,18.0,11.0,12.0,10.0,32.0,22.0,2.66,0.34,11.4,10.44,-4.0,-7.0,3.0,1.0,0.0,0.0,51,2,moderate_ew,9.2,9.4,29.6,23.0,P1,44.22
13.0,10.0,50.0,25.0,1.0,0.0,44.0,20.0,14.0,12.0,40.0,36.0,2.16,3.08,11.13,10.11,-6.0,-6.0,6.0,3.0,0.0,0.0,51,3,moderate_ew,9.2,9.4,29.6,23.0,P1,57.34
20.0,22.0,5.0,6.0,5.0,5.0,0.0,1.0,26.0,34.0,14.0,22.0,2.34,1.77,11.78,12.67,-5.0,-5.0,0.0,1.0,0.0,0.0,53,1,moderate_ns,25.9,23.5,11.3,13.6,P7,29.0
28.0,22.0,5.0,3.0,15.0,10.0,1.0,0.0,24.0,20.0,14.0,12.0,3.47,3.59,11.87,12.72,-6.0,-3.0,1.0,0.0,0.0,0.0,53,2,moderate_ns,25.9,23.5,11.3,13.6,P7,42.55
37.0,43.0,0.0,5.0,24.0,29.0,0.0,2.0,24.0,46.0,8.0,20.0,3.23,2.98,13.62,10.88,-4.0,-2.0,0.0,2.0,0.0,0.0,53,3,moderate_ns,25.9,23.5,11.3,13.6,P7,56.22
16.0,15.0,2.0,3.0,2.0,0.0,0.0,0.0,20.0,14.0,10.0,16.0,1.58,1.77,12.33,12.71,-6.0,-11.0,0.0,0.0,0.0,0.0,54,1,balanced,14.4,14.3,12.9,14.2,P6,16.08
8.0,12.0,6.0,5.0,0.0,0.0,1.0,1.0,14.0,16.0,22.0,20.0,3.3,1.92,10.81,11.91,-4.0,-8.0,-2.0,1.0,0.0,0.0,54,2,balanced,14.4,14.3,12.9,14.2,P3,15.13
16.0,18.0,4.0,2.0,0.0,2.0,0.0,0.0,18.0,26.0,12.0,12.0,1.65,2.19,12.3,11.83,-9.0,-8.0,0.0,0.0,0.0,0.0,54,3,balanced,14.4,14.3,12.9,14.2,P5,15.06
8.0,12.0,15.0,13.0,0.0,0.0,10.0,8.0,10.0,12.0,38.0,14.0,3.35,3.03,11.43,10.57,-4.0,-6.0,4.0,1.0,0.0,0.0,55,1,moderate_ew,10.3,13.7,31.2,25.2,P1,35.26
8.0,13.0,30.0,24.0,0.0,0.0,24.0,19.0,8.0,12.0,32.0,34.0,3.02,1.79,10.29,11.47,-4.0,-7.0,2.0,4.0,0.0,0.0,55,2,moderate_ew,10.3,13.7,31.2,25.2,P1,51.67
10.0,11.0,55.0,39.0,0.0,0.0,49.0,34.0,10.0,8.0,46.0,30.0,1.12,0.95,10.86,9.95,-7.0,-9.0,2.0,3.0,0.0,0.0,55,3,moderate_ew,10.3,13.7,31.2,25.2,P1,68.29
9.0,8.0,9.0,8.0,0.0,0.0,3.0,2.0,12.0,10.0,18.0,26.0,2.44,2.95,11.19,11.28,-6.0,-4.0,-2.0,0.0,0.0,0.0,56,1,slight_ew,14.1,14.8,22.3,18.8,P4,21.15
9.0,16.0,18.0,4.0,0.0,1.0,13.0,0.0,12.0,22.0,34.0,16.0,3.77,2.27,10.78,12.12,-3.0,-8.0,6.0,0.0,0.0,0.0,56,2,slight_ew,14.1,14.8,22.3,18.8,P2,23.23
13.0,6.0,16.0,4.0,0.0,0.0,12.0,1.0,10.0,8.0,20.0,10.0,1.14,4.04,10.43,11.31,-9.0,-2.0,4.0,1.0,0.0,0.0,56,3,slight_ew,14.1,14.8,22.3,18.8,P2,25.16
32.0,6.0,9.0,4.0,14.0,0.0,5.0,0.0,34.0,10.0,28.0,12.0,1.66,3.25,10.4,12.69,-9.0,-3.0,2.0,0.0,0.0,0.0,57,1,random_mix,23.3,7.2,27.4,14.5,P5,35.72
28.0,6.0,27.0,7.0,12.0,0.0,21.0,2.0,20.0,8.0,44.0,26.0,2.09,2.88,11.29,11.26,-8.0,-2.0,2.0,0.0,0.0,0.0,57,2,random_mix,23.3,7.2,27.4,14.5,P2,43.69
35.0,12.0,32.0,2.0,14.0,0.0,27.0,0.0,18.0,10.0,20.0,8.0,0.89,0.61,10.91,13.71,-13.0,-9.0,0.0,0.0,0.0,0.0,57,3,random_mix,23.3,7.2,27.4,14.5,P2,53.61
12.0,5.0,27.0,13.0,0.0,0.0,21.0,8.0,18.0,4.0,52.0,26.0,2.99,3.04,10.67,10.16,-5.0,-3.0,5.0,1.0,0.0,0.0,59,1,heavy_ew,7.2,6.1,40.0,31.2,P1,48.3
9.0,6.0,50.0,37.0,0.0,0.0,45.0,31.0,8.0,6.0,32.0,38.0,1.74,2.48,10.64,10.95,-6.0,-3.0,3.0,5.0,0.0,0.0,59,2,heavy_ew,7.2,6.1,40.0,31.2,P1,71.85
5.0,3.0,75.0,52.0,0.0,0.0,69.0,48.0,4.0,4.0,46.0,26.0,3.27,2.92,11.52,10.64,-3.0,-2.0,2.0,4.0,0.0,0.0,59,3,heavy_ew,7.2,6.1,40.0,31.2,P1,89.02
14.0,22.0,6.0,3.0,0.0,3.0,1.0,0.0,16.0,20.0,22.0,10.0,2.46,1.27,11.77,12.21,-7.0,-14.0,1.0,0.0,0.0,0.0,60,1,slight_ns,23.1,22.1,15.0,14.0,P7,20.08
17.0,20.0,4.0,3.0,4.0,1.0,1.0,2.0,22.0,34.0,12.0,12.0,3.27,1.99,12.23,10.95,-4.0,-7.0,1.0,2.0,0.0,0.0,60,2,slight_ns,23.1,22.1,15.0,14.0,P6,20.34
16.0,22.0,4.0,5.0,2.0,7.0,0.0,0.0,18.0,22.0,16.0,20.0,2.53,2.51,11.62,12.56,-5.0,-10.0,-1.0,0.0,0.0,0.0,60,3,slight_ns,23.1,22.1,15.0,14.0,P5,27.56
15.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,14.0,12.0,16.0,16.0,2.35,1.7,12.89,11.48,-10.0,-7.0,0.0,0.0,0.0,0.0,61,1,balanced,14.5,14.1,13.2,15.6,P6,15.5
11.0,8.0,3.0,4.0,0.0,0.0,0.0,2.0,16.0,8.0,8.0,18.0,3.42,2.81,12.91,9.76,-5.0,-4.0,0.0,2.0,0.0,0.0,61,2,balanced,14.5,14.1,13.2,15.6,P1,15.6
15.0,11.0,7.0,3.0,0.0,0.0,2.0,0.0,12.0,8.0,20.0,14.0,1.52,0.25,10.06,12.47,-11.0,-11.0,0.0,0.0,0.0,0.0,61,3,balanced,14.5,14.1,13.2,15.6,P3,19.07
9.0,4.0,18.0,13.0,0.0,0.0,13.0,8.0,16.0,8.0,32.0,36.0,4.41,7.26,10.07,10.5,-4.0,0.0,6.0,4.0,0.0,0.0,63,1,moderate_ew,9.0,9.4,31.2,25.3,P1,34.55
10.0,12.0,38.0,18.0,0.0,0.0,32.0,13.0,10.0,8.0,40.0,30.0,2.01,0.83,10.58,10.48,-7.0,-10.0,9.0,2.0,0.0,0.0,63,2,moderate_ew,9.0,9.4,31.2,25.3,P1,49.17
12.0,10.0,54.0,34.0,0.0,0.0,50.0,28.0,16.0,6.0,40.0,44.0,2.05,1.83,10.36,10.05,-7.0,-7.0,6.0,3.0,0.0,0.0,63,3,moderate_ew,9.0,9.4,31.2,25.3,P1,65.85
18.0,23.0,3.0,3.0,0.0,5.0,0.0,0.0,14.0,22.0,16.0,12.0,1.42,1.65,12.33,13.78,-12.0,-12.0,0.0,0.0,0.0,0.0,66,1,slight_ns,23.1,21.0,14.4,15.2,P7,25.73
16.0,24.0,2.0,3.0,2.0,11.0,0.0,0.0,28.0,26.0,10.0,16.0,2.95,3.27,13.25,13.21,-5.0,-4.0,0.0,0.0,0.0,0.0,66,2,slight_ns,23.1,21.0,14.4,15.2,P7,26.84
20.0,27.0,0.0,1.0,7.0,14.0,0.0,0.0,20.0,18.0,2.0,14.0,3.25,3.06,13.89,13.28,-5.0,-6.0,0.0,0.0,0.0,0.0,66,3,slight_ns,23.1,21.0,14.4,15.2,P7,35.69
30.0,19.0,4.0,2.0,12.0,0.0,0.0,0.0,42.0,20.0,16.0,16.0,1.49,1.88,13.03,13.49,-7.0,-12.0,0.0,0.0,0.0,0.0,67,1,moderate_ns,31.8,24.2,13.6,10.2,P7,33.52
35.0,27.0,4.0,2.0,22.0,15.0,1.0,0.0,40.0,38.0,12.0,14.0,3.43,3.6,11.24,12.75,-6.0,0.0,0.0,0.0,0.0,0.0,67,2,moderate_ns,31.8,24.2,13.6,10.2,P7,48.62
48.0,36.0,1.0,2.0,35.0,23.0,0.0,0.0,34.0,22.0,2.0,4.0,3.27,3.44,10.68,12.15,-5.0,-4.0,0.0,0.0,0.0,0.0,67,3,moderate_ns,31.8,24.2,13.6,10.2,P7,58.73
26.0,20.0,1.0,6.0,8.0,2.0,0.0,1.0,22.0,24.0,16.0,18.0,1.48,1.65,13.55,12.45,-13.0,-11.0,0.0,1.0,0.0,0.0,68,1,slight_ns,24.9,21.9,16.5,13.1,P7,27.52
28.0,18.0,8.0,6.0,15.0,5.0,3.0,2.0,30.0,22.0,20.0,16.0,3.51,3.33,10.55,11.98,-3.0,-2.0,-1.0,2.0,0.0,0.0,68,2,slight_ns,24.9,21.9,16.5,13.1,P6,36.79
39.0,30.0,2.0,7.0,24.0,16.0,0.0,0.0,42.0,34.0,4.0,18.0,2.42,2.73,12.66,11.88,-4.0,-2.0,0.0,-1.0,0.0,0.0,68,3,slight_ns,24.9,21.9,16.5,13.1,P6,41.87
7.0,3.0,22.0,10.0,0.0,0.0,16.0,6.0,8.0,2.0,28.0,20.0,0.43,0.6,9.85,10.3,-5.0,-2.0,1.0,4.0,0.0,0.0,70,1,heavy_ew,8.2,6.1,41.9,25.1,P1,43.97
6.0,2.0,53.0,19.0,0.0,0.0,48.0,14.0,4.0,2.0,46.0,36.0,0.33,0.25,10.76,9.94,-5.0,-2.0,3.0,7.0,0.0,0.0,70,2,heavy_ew,8.2,6.1,41.9,25.1,P1,60.21
11.0,10.0,71.0,20.0,0.0,0.0,67.0,15.0,10.0,10.0,32.0,14.0,1.74,3.04,10.18,10.45,-8.0,-6.0,6.0,2.0,0.0,0.0,70,3,heavy_ew,8.2,6.1,41.9,25.1,P1,75.17
18.0,14.0,14.0,9.0,3.0,0.0,8.0,4.0,26.0,18.0,30.0,22.0,2.59,1.98,10.6,10.12,-4.0,-9.0,1.0,1.0,0.0,0.0,71,1,balanced,20.0,21.8,20.7,20.3,P2,24.3
24.0,21.0,14.0,12.0,3.0,0.0,10.0,6.0,22.0,26.0,18.0,34.0,0.88,1.12,10.42,11.09,-16.0,-12.0,3.0,2.0,0.0,0.0,71,2,balanced,20.0,21.8,20.7,20.3,P2,25.13
23.0,20.0,11.0,6.0,1.0,3.0,6.0,0.0,18.0,24.0,14.0,16.0,0.77,1.66,10.2,13.23,-15.0,-13.0,-2.0,0.0,0.0,0.0,71,3,balanced,20.0,21.8,20.7,20.3,P3,25.81
27.0,11.0,23.0,6.0,10.0,0.0,17.0,0.0,28.0,14.0,32.0,20.0,1.72,2.65,11.11,11.59,-10.0,-5.0,4.0,0.0,0.0,0.0,72,1,random_mix,28.8,12.6,23.5,17.0,P2,41.81
51.0,9.0,26.0,2.0,30.0,0.0,20.0,0.0,42.0,8.0,22.0,14.0,0.99,0.25,11.03,11.05,-12.0,-9.0,2.0,0.0,0.0,0.0,72,2,random_mix,28.8,12.6,23.5,17.0,P6,55.6
54.0,9.0,32.0,4.0,40.0,0.0,28.0,1.0,30.0,14.0,24.0,18.0,2.76,5.93,10.33,11.38,-6.0,-3.0,4.0,1.0,0.0,0.0,72,3,random_mix,28.8,12.6,23.5,17.0,P4,62.28
11.0,13.0,7.0,3.0,0.0,0.0,2.0,0.0,14.0,20.0,14.0,12.0,5.09,2.9,10.41,12.12,-4.0,-4.0,0.0,0.0,0.0,0.0,73,1,slight_ew,16.5,16.9,20.7,20.8,P1,16.97
11.0,19.0,8.0,9.0,0.0,0.0,4.0,2.0,8.0,14.0,26.0,26.0,2.36,0.76,10.94,12.0,-7.0,-16.0,4.0,1.0,0.0,0.0,73,2,slight_ew,16.5,16.9,20.7,20.8,P1,21.95
18.0,15.0,9.0,10.0,3.0,0.0,3.0,5.0,26.0,14.0,16.0,24.0,2.51,2.17,10.91,9.66,-9.0,-11.0,-3.0,2.0,0.0,0.0,73,3,slight_ew,16.5,16.9,20.7,20.8,P1,21.93
31.0,16.0,4.0,2.0,13.0,0.0,2.0,0.0,36.0,22.0,14.0,10.0,1.55,0.91,8.81,12.12,-11.0,-12.0,2.0,0.0,0.0,0.0,74,1,moderate_ns,29.8,24.9,10.7,9.1,P7,32.39
36.0,18.0,10.0,2.0,24.0,6.0,3.0,1.0,30.0,28.0,26.0,14.0,3.6,3.74,11.18,11.31,-3.0,-2.0,3.0,1.0,0.0,0.0,74,2,moderate_ns,29.8,24.9,10.7,9.1,P7,43.71
48.0,19.0,4.0,1.0,35.0,6.0,1.0,0.0,24.0,18.0,12.0,6.0,3.53,3.39,11.9,14.22,-7.0,-6.0,1.0,0.0,0.0,0.0,74,3,moderate_ns,29.8,24.9,10.7,9.1,P7,52.89
12.0,14.0,8.0,2.0,0.0,1.0,4.0,0.0,18.0,24.0,20.0,6.0,4.64,3.18,10.41,11.54,-6.0,-5.0,3.0,0.0,0.0,0.0,75,1,slight_ew,13.7,16.9,20.6,17.7,P1,19.29
17.0,19.0,11.0,11.0,0.0,0.0,6.0,5.0,12.0,18.0,18.0,24.0,1.07,2.11,9.96,10.72,-13.0,-10.0,1.0,0.0,0.0,0.0,75,2,slight_ew,13.7,16.9,20.6,17.7,P1,19.15
13.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,22.0,12.0,14.0,0.53,2.07,11.73,13.82,-12.0,-9.0,0.0,0.0,0.0,0.0,75,3,slight_ew,13.7,16.9,20.6,17.7,P3,17.28
23.0,27.0,2.0,2.0,5.0,9.0,1.0,0.0,28.0,30.0,12.0,18.0,1.52,1.54,8.49,13.29,-8.0,-10.0,1.0,0.0,0.0,0.0,76,1,moderate_ns,27.4,24.5,11.2,13.9,P7,35.82
33.0,30.0,7.0,8.0,21.0,18.0,1.0,3.0,42.0,22.0,14.0,24.0,3.65,3.69,12.71,9.62,-3.0,-3.0,1.0,2.0,0.0,0.0,76,2,moderate_ns,27.4,24.5,11.2,13.9,P7,45.4
38.0,32.0,5.0,10.0,25.0,19.0,0.0,6.0,20.0,26.0,16.0,20.0,3.52,3.51,11.18,10.84,-8.0,-5.0,-1.0,-1.0,0.0,0.0,76,3,moderate_ns,27.4,24.5,11.2,13.9,P7,52.75
13.0,22.0,6.0,4.0,0.0,2.0,1.0,2.0,18.0,28.0,16.0,16.0,3.17,1.85,11.29,11.55,-5.0,-10.0,-1.0,2.0,0.0,0.0,77,1,balanced,17.3,16.3,17.7,15.6,P4,16.02
15.0,17.0,4.0,7.0,0.0,0.0,2.0,2.0,18.0,22.0,10.0,28.0,1.94,2.14,9.45,11.03,-10.0,-11.0,2.0,2.0,0.0,0.0,77,2,balanced,17.3,16.3,17.7,15.6,P4,14.75
13.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,18.0,16.0,12.0,12.0,2.6,2.43,12.44,14.25,-7.0,-7.0,1.0,0.0,0.0,0.0,77,3,balanced,17.3,16.3,17.7,15.6,P4,13.86
11.0,16.0,8.0,4.0,0.0,0.0,3.0,0.0,14.0,18.0,14.0,10.0,3.2,2.41,11.0,12.89,-6.0,-10.0,0.0,0.0,0.0,0.0,79,1,slight_ew,14.7,16.8,24.5,20.7,P2,21.34
18.0,10.0,16.0,7.0,0.0,0.0,10.0,3.0,12.0,6.0,34.0,22.0,0.92,1.89,11.23,10.56,-13.0,-7.0,-2.0,3.0,0.0,0.0,79,2,slight_ew,14.7,16.8,24.5,20.7,P2,27.84
13.0,23.0,18.0,16.0,0.0,2.0,14.0,11.0,14.0,26.0,22.0,38.0,1.87,0.94,9.45,10.08,-8.0,-16.0,4.0,0.0,0.0,0.0,79,3,slight_ew,14.7,16.8,24.5,20.7,P2,30.71
39.0,31.0,1.0,3.0,22.0,14.0,0.0,0.0,46.0,30.0,4.0,6.0,1.72,1.7,13.36,12.7,-8.0,-10.0,0.0,0.0,0.0,0.0,80,1,heavy_ns,42.5,31.2,6.2,6.2,P7,53.83
74.0,39.0,1.0,0.0,61.0,26.0,0.0,0.0,54.0,36.0,2.0,2.0,3.46,3.42,14.07,13.99,-1.0,-3.0,0.0,0.0,0.0,0.0,80,2,heavy_ns,42.5,31.2,6.2,6.2,P7,70.98
91.0,52.0,1.0,4.0,78.0,39.0,0.0,0.0,28.0,28.0,6.0,10.0,3.33,3.28,13.24,12.81,-4.0,-4.0,0.0,0.0,0.0,0.0,80,3,heavy_ns,42.5,31.2,6.2,6.2,P7,88.6
37.0,21.0,4.0,0.0,20.0,3.0,0.0,0.0,38.0,24.0,16.0,4.0,1.72,1.49,12.27,14.03,-3.0,-11.0,0.0,0.0,0.0,0.0,81,1,moderate_ns,27.3,23.9,11.8,10.0,P7,36.87
42.0,23.0,2.0,4.0,29.0,9.0,0.0,0.0,32.0,32.0,10.0,14.0,3.48,3.05,11.72,12.34,-4.0,-6.0,0.0,0.0,0.0,0.0,81,2,moderate_ns,27.3,23.9,11.8,10.0,P7,47.61
47.0,28.0,4.0,1.0,34.0,15.0,2.0,0.0,26.0,22.0,8.0,10.0,3.2,3.22,10.31,12.41,-1.0,-4.0,2.0,0.0,0.0,0.0,81,3,moderate_ns,27.3,23.9,11.8,10.0,P7,54.69
48.0,30.0,2.0,3.0,30.0,12.0,0.0,0.0,38.0,28.0,4.0,12.0,1.69,1.65,13.2,12.92,-7.0,-9.0,0.0,0.0,0.0,0.0,82,1,heavy_ns,43.4,30.8,8.6,7.5,P7,53.85
79.0,39.0,5.0,2.0,66.0,26.0,3.0,0.0,56.0,36.0,18.0,10.0,3.14,3.27,10.02,12.88,6.0,-5.0,3.0,0.0,0.0,0.0,82,2,heavy_ns,43.4,30.8,8.6,7.5,P7,72.28
107.0,43.0,3.0,0.0,95.0,31.0,2.0,0.0,56.0,30.0,12.0,4.0,3.64,3.61,9.48,13.89,-1.0,-3.0,2.0,0.0,0.0,0.0,82,3,heavy_ns,43.4,30.8,8.6,7.5,P7,95.64
14.0,15.0,8.0,8.0,0.0,0.0,4.0,2.0,22.0,14.0,28.0,22.0,4.21,1.05,10.67,12.27,-6.0,-10.0,2.0,2.0,0.0,0.0,83,1,slight_ew,14.6,16.3,20.8,18.3,P1,20.07
11.0,19.0,5.0,13.0,0.0,0.0,0.0,7.0,14.0,20.0,16.0,22.0,2.46,0.87,11.83,11.0,-5.0,-14.0,0.0,1.0,0.0,0.0,83,2,slight_ew,14.6,16.3,20.8,18.3,P2,24.4
18.0,17.0,9.0,15.0,0.0,1.0,3.0,10.0,18.0,22.0,18.0,22.0,1.32,2.49,11.13,10.58,-12.0,-8.0,-3.0,1.0,0.0,0.0,83,3,slight_ew,14.6,16.3,20.8,18.3,P2,31.0
18.0,23.0,14.0,6.0,3.0,5.0,8.0,1.0,24.0,16.0,32.0,20.0,2.44,1.67,10.14,11.7,-5.0,-13.0,0.0,1.0,0.0,0.0,84,1,random_mix,21.5,23.4,18.6,18.1,P3,31.47
31.0,25.0,14.0,12.0,12.0,5.0,8.0,7.0,28.0,22.0,24.0,30.0,1.27,1.12,10.91,10.65,-14.0,-11.0,-2.0,4.0,0.0,0.0,84,2,random_mix,21.5,23.4,18.6,18.1,P5,37.67
34.0,23.0,14.0,9.0,17.0,7.0,10.0,4.0,32.0,18.0,20.0,12.0,1.91,2.01,10.47,10.42,-10.0,-11.0,3.0,-1.0,0.0,0.0,84,3,random_mix,21.5,23.4,18.6,18.1,P5,38.08
12.0,11.0,6.0,2.0,0.0,0.0,2.0,0.0,14.0,18.0,22.0,12.0,1.87,1.62,11.97,11.95,-7.0,-6.0,2.0,0.0,0.0,0.0,87,1,random_mix,12.9,14.8,27.2,10.7,P3,18.99
14.0,12.0,16.0,0.0,0.0,0.0,12.0,0.0,20.0,12.0,42.0,4.0,1.98,2.11,10.39,13.76,-9.0,-8.0,5.0,0.0,0.0,0.0,87,2,random_mix,12.9,14.8,27.2,10.7,P4,20.45
11.0,10.0,18.0,0.0,0.0,0.0,12.0,0.0,14.0,10.0,28.0,8.0,2.61,1.15,10.12,13.62,-5.0,-8.0,2.0,0.0,0.0,0.0,87,3,random_mix,12.9,14.8,27.2,10.7,P3,24.49
18.0,15.0,8.0,4.0,2.0,5.0,0.0,0.0,24.0,24.0,24.0,16.0,1.83,3.99,12.01,11.05,-8.0,1.0,0.0,0.0,0.0,0.0,88,1,balanced,15.9,17.0,14.7,15.7,P6,18.3
17.0,12.0,7.0,3.0,3.0,0.0,2.0,0.0,16.0,14.0,20.0,14.0,2.93,2.24,11.53,12.85,-9.0,-8.0,2.0,0.0,0.0,0.0,88,2,balanced,15.9,17.0,14.7,15.7,P6,16.2
15.0,16.0,6.0,0.0,0.0,1.0,3.0,0.0,20.0,28.0,18.0,4.0,1.95,2.69,10.67,13.89,-11.0,-6.0,3.0,0.0,0.0,0.0,88,3,balanced,15.9,17.0,14.7,15.7,P5,14.09
39.0,33.0,0.0,3.0,21.0,15.0,0.0,0.0,44.0,40.0,2.0,8.0,1.64,1.47,13.89,11.38,-8.0,-9.0,0.0,0.0,0.0,0.0,89,1,heavy_ns,39.8,31.2,6.5,6.6,P7,50.86
56.0,41.0,1.0,0.0,43.0,28.0,0.0,0.0,46.0,24.0,4.0,0.0,3.32,3.47,13.57,13.89,-1.0,-5.0,0.0,0.0,0.0,0.0,89,2,heavy_ns,39.8,31.2,6.5,6.6,P7,69.29
79.0,55.0,2.0,2.0,66.0,42.0,0.0,0.0,44.0,36.0,4.0,6.0,3.08,3.26,13.94,12.63,-1.0,-4.0,0.0,0.0,0.0,0.0,89,3,heavy_ns,39.8,31.2,6.5,6.6,P7,86.37
24.0,8.0,4.0,2.0,6.0,0.0,0.0,1.0,18.0,10.0,20.0,16.0,1.47,1.91,12.68,11.18,-11.0,-5.0,0.0,1.0,0.0,0.0,90,1,slight_ns,22.9,17.0,16.0,16.1,P4,28.0
34.0,18.0,6.0,10.0,16.0,1.0,2.0,5.0,34.0,18.0,16.0,22.0,1.66,1.73,9.98,10.15,-9.0,-13.0,1.0,1.0,0.0,0.0,90,2,slight_ns,22.9,17.0,16.0,16.1,P4,33.65
47.0,7.0,2.0,1.0,29.0,0.0,0.0,0.0,26.0,10.0,6.0,10.0,1.55,1.3,13.58,13.32,-9.0,-5.0,0.0,0.0,0.0,0.0,90,3,slight_ns,22.9,17.0,16.0,16.1,P6,44.41
11.0,11.0,18.0,16.0,0.0,0.0,12.0,10.0,14.0,12.0,30.0,28.0,3.24,3.34,10.76,11.0,-4.0,-5.0,0.0,1.0,0.0,0.0,92,1,moderate_ew,10.2,13.2,28.2,24.6,P1,34.2
9.0,17.0,33.0,15.0,0.0,0.0,29.0,10.0,4.0,14.0,36.0,22.0,0.36,1.58,10.21,11.29,-8.0,-11.0,4.0,0.0,0.0,0.0,92,2,moderate_ew,10.2,13.2,28.2,24.6,P1,43.67
7.0,14.0,41.0,21.0,0.0,1.0,36.0,15.0,6.0,18.0,28.0,26.0,2.45,1.94,10.26,11.13,-5.0,-7.0,5.0,5.0,0.0,0.0,92,3,moderate_ew,10.2,13.2,28.2,24.6,P1,52.6
43.0,37.0,2.0,5.0,26.0,20.0,0.0,0.0,54.0,44.0,8.0,16.0,1.68,1.81,13.5,12.69,-5.0,-4.0,0.0,0.0,0.0,0.0,93,1,heavy_ns,39.3,29.6,6.3,8.0,P7,51.8
63.0,43.0,6.0,6.0,50.0,31.0,2.0,0.0,36.0,36.0,14.0,16.0,3.51,3.65,9.78,12.5,-1.0,0.0,-1.0,0.0,0.0,0.0,93,2,heavy_ns,39.3,29.6,6.3,8.0,P7,68.32
85.0,54.0,2.0,3.0,72.0,41.0,0.0,0.0,42.0,38.0,4.0,6.0,3.31,3.4,14.07,12.57,0.0,-2.0,0.0,0.0,0.0,0.0,93,3,heavy_ns,39.3,29.6,6.3,8.0,P7,87.97
12.0,11.0,8.0,8.0,0.0,0.0,3.0,4.0,10.0,16.0,28.0,20.0,1.04,2.44,10.66,10.56,-8.0,-6.0,2.0,4.0,0.0,0.0,95,1,moderate_ew,11.2,9.8,31.0,22.2,P1,25.4
12.0,13.0,26.0,4.0,0.0,0.0,20.0,1.0,8.0,16.0,34.0,16.0,1.19,2.73,10.65,14.07,-9.0,-7.0,4.0,1.0,0.0,0.0,95,2,moderate_ew,11.2,9.8,31.0,22.2,P2,33.8
13.0,13.0,36.0,8.0,0.0,1.0,31.0,3.0,12.0,10.0,30.0,20.0,1.57,1.5,10.47,10.61,-9.0,-8.0,2.0,-1.0,0.0,0.0,95,3,moderate_ew,11.2,9.8,31.0,22.2,P2,43.72
9.0,14.0,6.0,3.0,0.0,0.0,1.0,1.0,10.0,18.0,24.0,12.0,2.87,2.4,10.87,11.46,-6.0,-9.0,1.0,1.0,0.0,0.0,96,1,random_mix,13.2,22.9,26.1,20.0,P3,19.46
12.0,23.0,10.0,8.0,0.0,1.0,4.0,2.0,10.0,26.0,26.0,20.0,1.67,1.01,11.26,11.84,-8.0,-13.0,2.0,2.0,0.0,0.0,96,2,random_mix,13.2,22.9,26.1,20.0,P2,29.05
17.0,31.0,22.0,4.0,1.0,10.0,16.0,0.0,24.0,28.0,34.0,14.0,2.06,0.94,10.88,12.13,-11.0,-11.0,2.0,0.0,0.0,0.0,96,3,random_mix,13.2,22.9,26.1,20.0,P2,37.27
39.0,24.0,1.0,2.0,21.0,6.0,0.0,0.0,58.0,28.0,8.0,6.0,1.66,1.65,13.92,13.43,-7.0,-8.0,0.0,0.0,0.0,0.0,97,1,heavy_ns,36.4,28.4,7.9,5.9,P7,42.38
51.0,23.0,0.0,0.0,38.0,10.0,0.0,0.0,42.0,20.0,6.0,4.0,3.27,3.19,13.44,13.66,0.0,-4.0,0.0,0.0,0.0,0.0,97,2,heavy_ns,36.4,28.4,7.9,5.9,P7,60.13
