N_count,S_count,E_count,W_count,N_queue,S_queue,E_queue,W_queue,N_arrival,S_arrival,E_arrival,W_arrival,N_speed,S_speed,E_speed,W_speed,N_queue_growth,S_queue_growth,E_queue_growth,W_queue_growth,current_phase,elapsed_phase_time,scenario_id,cycle_idx,archetype,true_N_rate,true_S_rate,true_E_rate,true_W_rate,target_plan,best_delay
70.0,35.0,1.0,0.0,57.0,22.0,0.0,0.0,36.0,38.0,4.0,2.0,3.46,3.29,12.74,13.89,-5.0,2.0,0.0,0.0,0.0,0.0,148,3,heavy_ns,35.5,26.7,5.6,5.2,P7,77.74
10.0,25.0,3.0,4.0,0.0,6.0,0.0,0.0,12.0,30.0,8.0,18.0,2.0,1.34,11.19,12.87,-7.0,-10.0,0.0,0.0,0.0,0.0,149,1,random_mix,14.7,25.7,21.2,14.2,P4,25.67
13.0,35.0,8.0,3.0,0.0,17.0,2.0,0.0,18.0,40.0,26.0,14.0,3.74,1.47,11.23,14.05,-5.0,-6.0,2.0,0.0,0.0,0.0,149,2,random_mix,14.7,25.7,21.2,14.2,P2,28.49
14.0,35.0,8.0,2.0,0.0,13.0,0.0,0.0,18.0,6.0,22.0,6.0,3.06,0.85,11.09,12.65,-8.0,-19.0,0.0,0.0,0.0,0.0,149,3,random_mix,14.7,25.7,21.2,14.2,P5,31.86
21.0,20.0,5.0,1.0,2.0,4.0,0.0,0.0,28.0,28.0,20.0,4.0,1.4,1.64,12.62,13.48,-11.0,-7.0,0.0,0.0,0.0,0.0,151,1,moderate_ns,25.6,19.3,11.2,10.6,P7,30.95
41.0,21.0,3.0,4.0,29.0,9.0,0.0,2.0,60.0,36.0,12.0,16.0,3.84,3.81,14.02,10.42,-1.0,-4.0,0.0,1.0,0.0,0.0,151,2,moderate_ns,25.6,19.3,11.2,10.6,P7,41.33
44.0,21.0,0.0,2.0,32.0,8.0,0.0,0.0,22.0,20.0,10.0,4.0,3.64,3.09,13.8,12.57,-1.0,-6.0,0.0,0.0,0.0,0.0,151,3,moderate_ns,25.6,19.3,11.2,10.6,P7,48.88
9.0,14.0,26.0,6.0,0.0,0.0,22.0,2.0,12.0,16.0,36.0,10.0,2.96,2.89,10.46,10.63,-4.0,-8.0,4.0,0.0,0.0,0.0,153,1,moderate_ew,13.8,14.0,29.7,20.9,P1,34.31
15.0,17.0,35.0,5.0,0.0,0.0,29.0,1.0,6.0,10.0,20.0,12.0,0.59,0.62,11.01,11.43,-14.0,-13.0,0.0,1.0,0.0,0.0,153,2,moderate_ew,13.8,14.0,29.7,20.9,P1,40.48
17.0,14.0,40.0,8.0,0.0,0.0,34.0,2.0,14.0,12.0,30.0,20.0,0.51,1.03,10.62,10.58,-13.0,-11.0,1.0,0.0,0.0,0.0,153,3,moderate_ew,13.8,14.0,29.7,20.9,P1,48.25
13.0,9.0,23.0,2.0,0.0,0.0,19.0,0.0,14.0,8.0,32.0,8.0,3.49,1.39,10.23,11.66,-7.0,-6.0,5.0,0.0,0.0,0.0,155,1,moderate_ew,11.2,13.1,31.8,22.3,P1,34.92
12.0,22.0,39.0,9.0,0.0,0.0,33.0,4.0,2.0,22.0,36.0,16.0,0.88,1.3,11.48,10.74,-11.0,-13.0,2.0,2.0,0.0,0.0,155,2,moderate_ew,11.2,13.1,31.8,22.3,P1,45.3
12.0,16.0,51.0,11.0,0.0,0.0,45.0,6.0,6.0,10.0,30.0,20.0,0.4,1.56,10.85,10.39,-10.0,-11.0,5.0,1.0,0.0,0.0,155,3,moderate_ew,11.2,13.1,31.8,22.3,P1,53.75
7.0,11.0,30.0,18.0,0.0,1.0,24.0,12.0,12.0,14.0,54.0,28.0,6.08,1.28,9.76,10.07,-1.0,-5.0,2.0,-2.0,0.0,0.0,157,1,heavy_ew,7.0,7.7,38.0,31.6,P1,52.11
3.0,10.0,55.0,36.0,0.0,0.0,50.0,31.0,4.0,8.0,36.0,40.0,1.55,1.98,10.76,10.6,-2.0,-6.0,1.0,2.0,0.0,0.0,157,2,heavy_ew,7.0,7.7,38.0,31.6,P1,70.4
7.0,7.0,65.0,37.0,0.0,0.0,61.0,32.0,4.0,6.0,28.0,20.0,2.45,0.25,10.35,10.4,-5.0,-5.0,4.0,5.0,0.0,0.0,157,3,heavy_ew,7.0,7.7,38.0,31.6,P1,77.65
7.0,11.0,12.0,10.0,0.0,0.0,6.0,3.0,8.0,12.0,28.0,24.0,1.76,1.53,10.58,9.69,-4.0,-7.0,1.0,2.0,0.0,0.0,159,1,moderate_ew,13.1,9.0,31.1,22.2,P1,28.04
12.0,12.0,38.0,6.0,0.0,0.0,32.0,2.0,10.0,6.0,60.0,22.0,1.77,1.04,9.87,11.52,-9.0,-10.0,7.0,2.0,0.0,0.0,159,2,moderate_ew,13.1,9.0,31.1,22.2,P1,39.7
13.0,8.0,51.0,4.0,0.0,0.0,45.0,2.0,10.0,4.0,46.0,22.0,1.74,0.52,10.63,11.43,-9.0,-7.0,4.0,2.0,0.0,0.0,159,3,moderate_ew,13.1,9.0,31.1,22.2,P1,52.04
12.0,14.0,4.0,12.0,1.0,0.0,1.0,7.0,16.0,18.0,16.0,22.0,4.08,2.81,12.24,10.99,-5.0,-7.0,1.0,4.0,0.0,0.0,161,1,slight_ns,20.6,17.8,14.2,16.5,P3,20.78
27.0,11.0,3.0,3.0,7.0,0.0,0.0,0.0,20.0,16.0,12.0,10.0,1.18,2.6,12.18,13.01,-14.0,-6.0,0.0,0.0,0.0,0.0,161,2,slight_ns,20.6,17.8,14.2,16.5,P6,25.58
28.0,20.0,2.0,6.0,14.0,5.0,1.0,1.0,30.0,38.0,6.0,20.0,2.77,2.6,10.41,12.11,-2.0,-2.0,1.0,1.0,0.0,0.0,161,3,slight_ns,20.6,17.8,14.2,16.5,P6,29.52
20.0,23.0,7.0,3.0,3.0,6.0,0.0,0.0,28.0,30.0,16.0,16.0,1.92,1.73,11.18,12.66,-9.0,-11.0,0.0,0.0,0.0,0.0,162,1,moderate_ns,25.8,25.8,12.0,10.2,P7,31.93
33.0,22.0,3.0,3.0,20.0,9.0,0.0,0.0,36.0,22.0,8.0,8.0,3.23,3.47,13.75,13.05,-6.0,-2.0,0.0,0.0,0.0,0.0,162,2,moderate_ns,25.8,25.8,12.0,10.2,P7,40.76
36.0,34.0,3.0,2.0,23.0,21.0,0.0,1.0,16.0,36.0,12.0,8.0,3.08,3.31,12.98,10.82,-4.0,-2.0,0.0,1.0,0.0,0.0,162,3,moderate_ns,25.8,25.8,12.0,10.2,P7,50.41
16.0,23.0,3.0,3.0,1.0,6.0,1.0,0.0,20.0,30.0,10.0,16.0,2.86,1.72,14.24,13.59,-7.0,-11.0,1.0,0.0,0.0,0.0,164,1,balanced,16.5,18.7,17.7,18.3,P5,21.07
14.0,24.0,3.0,5.0,0.0,8.0,0.0,2.0,20.0,16.0,14.0,22.0,2.67,2.2,11.53,9.99,-7.0,-9.0,0.0,2.0,0.0,0.0,164,2,balanced,16.5,18.7,17.7,18.3,P4,26.89
12.0,33.0,4.0,10.0,0.0,15.0,0.0,5.0,10.0,26.0,22.0,20.0,1.86,1.52,11.95,10.3,-8.0,-13.0,0.0,0.0,0.0,0.0,164,3,balanced,16.5,18.7,17.7,18.3,P4,33.89
31.0,21.0,3.0,6.0,13.0,2.0,0.0,1.0,26.0,22.0,16.0,18.0,1.54,1.3,10.47,11.63,-11.0,-14.0,0.0,1.0,0.0,0.0,166,1,moderate_ns,28.9,21.7,13.6,11.5,P7,35.43
40.0,17.0,3.0,4.0,28.0,5.0,0.0,0.0,32.0,20.0,12.0,14.0,3.61,3.71,13.06,12.79,-4.0,-6.0,0.0,0.0,0.0,0.0,166,2,moderate_ns,28.9,21.7,13.6,11.5,P7,45.96
58.0,18.0,4.0,2.0,44.0,5.0,0.0,0.0,34.0,18.0,14.0,14.0,2.93,3.43,12.26,14.37,-2.0,-3.0,0.0,0.0,0.0,0.0,166,3,moderate_ns,28.9,21.7,13.6,11.5,P7,55.41
23.0,17.0,5.0,3.0,6.0,3.0,0.0,0.0,24.0,18.0,16.0,16.0,1.78,2.17,12.04,11.18,-10.0,-6.0,0.0,0.0,0.0,0.0,167,1,slight_ns,24.2,18.7,16.2,14.7,P7,26.56
29.0,15.0,1.0,5.0,16.0,3.0,0.0,2.0,24.0,22.0,8.0,18.0,3.14,3.74,12.87,11.03,-5.0,-6.0,0.0,2.0,0.0,0.0,167,2,slight_ns,24.2,18.7,16.2,14.7,P6,30.99
41.0,14.0,4.0,8.0,26.0,0.0,0.0,1.0,32.0,18.0,16.0,20.0,2.54,1.79,12.51,13.49,-5.0,-9.0,0.0,1.0,0.0,0.0,167,3,slight_ns,24.2,18.7,16.2,14.7,P6,37.14
11.0,34.0,3.0,4.0,0.0,16.0,1.0,1.0,14.0,34.0,16.0,18.0,3.41,1.64,11.78,12.49,-6.0,-9.0,1.0,1.0,0.0,0.0,168,1,random_mix,19.7,27.5,14.1,14.5,P7,33.15
19.0,36.0,3.0,6.0,5.0,23.0,0.0,1.0,20.0,30.0,14.0,20.0,2.97,3.32,12.03,11.26,-8.0,-2.0,-1.0,0.0,0.0,0.0,168,2,random_mix,19.7,27.5,14.1,14.5,P7,43.98
17.0,63.0,4.0,3.0,5.0,50.0,0.0,1.0,22.0,50.0,20.0,14.0,3.79,3.16,12.62,12.9,-4.0,-4.0,0.0,1.0,0.0,0.0,168,3,random_mix,19.7,27.5,14.1,14.5,P7,53.19
7.0,12.0,22.0,2.0,0.0,0.0,17.0,0.0,10.0,20.0,34.0,14.0,3.52,1.57,10.22,12.75,-3.0,-6.0,2.0,0.0,0.0,0.0,169,1,moderate_ew,11.9,12.3,31.1,22.1,P1,36.14
13.0,17.0,47.0,17.0,0.0,0.0,42.0,12.0,16.0,20.0,42.0,26.0,2.54,1.98,10.62,10.27,-5.0,-11.0,3.0,1.0,0.0,0.0,169,2,moderate_ew,11.9,12.3,31.1,22.1,P1,48.63
11.0,16.0,54.0,13.0,0.0,0.0,49.0,8.0,10.0,18.0,32.0,18.0,1.26,2.12,10.53,10.15,-9.0,-10.0,4.0,-2.0,0.0,0.0,169,3,moderate_ew,11.9,12.3,31.1,22.1,P1,56.73
19.0,14.0,4.0,16.0,3.0,0.0,1.0,10.0,20.0,18.0,16.0,28.0,1.99,2.71,12.51,10.77,-10.0,-9.0,1.0,1.0,0.0,0.0,172,1,random_mix,17.3,15.0,18.8,29.8,P3,29.24
22.0,15.0,6.0,27.0,2.0,0.0,0.0,21.0,16.0,18.0,20.0,22.0,1.18,2.15,13.13,10.82,-15.0,-9.0,0.0,2.0,0.0,0.0,172,2,random_mix,17.3,15.0,18.8,29.8,P2,38.93
26.0,17.0,3.0,43.0,5.0,1.0,1.0,37.0,22.0,22.0,10.0,34.0,0.89,2.17,9.45,11.29,-16.0,-10.0,1.0,1.0,0.0,0.0,172,3,random_mix,17.3,15.0,18.8,29.8,P1,44.81
30.0,16.0,1.0,6.0,12.0,0.0,0.0,0.0,36.0,28.0,6.0,16.0,1.65,4.4,13.36,13.44,-9.0,-6.0,0.0,0.0,0.0,0.0,173,1,moderate_ns,27.7,23.6,13.1,13.9,P7,32.92
36.0,19.0,6.0,4.0,24.0,6.0,1.0,0.0,28.0,24.0,14.0,14.0,3.72,3.12,11.89,13.58,-4.0,-7.0,1.0,0.0,0.0,0.0,173,2,moderate_ns,27.7,23.6,13.1,13.9,P7,46.48
52.0,32.0,5.0,3.0,40.0,19.0,1.0,1.0,32.0,26.0,14.0,10.0,3.61,3.49,12.39,11.51,-1.0,-3.0,1.0,1.0,0.0,0.0,173,3,moderate_ns,27.7,23.6,13.1,13.9,P7,57.67
32.0,20.0,4.0,0.0,14.0,2.0,0.0,0.0,30.0,18.0,12.0,10.0,1.57,1.53,12.85,13.52,-10.0,-13.0,0.0,0.0,0.0,0.0,174,1,moderate_ns,31.8,19.9,13.8,10.7,P7,29.83
33.0,14.0,3.0,2.0,21.0,0.0,0.0,0.0,36.0,16.0,16.0,4.0,3.68,4.71,13.45,12.8,-3.0,-6.0,0.0,0.0,0.0,0.0,174,2,moderate_ns,31.8,19.9,13.8,10.7,P7,37.1
47.0,9.0,3.0,2.0,34.0,0.0,0.0,0.0,32.0,14.0,16.0,12.0,3.42,2.25,12.48,12.71,1.0,-5.0,0.0,0.0,0.0,0.0,174,3,moderate_ns,31.8,19.9,13.8,10.7,P7,49.1
35.0,20.0,4.0,6.0,17.0,2.0,0.0,0.0,40.0,22.0,16.0,24.0,1.65,1.64,10.82,10.94,-9.0,-11.0,-1.0,-1.0,0.0,0.0,175,1,balanced,20.8,21.1,20.9,21.7,P5,30.78
33.0,21.0,8.0,5.0,17.0,5.0,3.0,0.0,16.0,20.0,24.0,16.0,2.08,2.1,10.25,12.7,-11.0,-8.0,3.0,0.0,0.0,0.0,175,2,balanced,20.8,21.1,20.9,21.7,P5,36.18
31.0,25.0,7.0,11.0,15.0,9.0,3.0,5.0,24.0,32.0,20.0,14.0,2.05,2.04,11.28,10.89,-7.0,-10.0,3.0,-1.0,0.0,0.0,175,3,balanced,20.8,21.1,20.9,21.7,P6,38.89
14.0,12.0,10.0,9.0,2.0,0.0,4.0,5.0,24.0,14.0,26.0,18.0,5.29,1.9,11.04,10.45,-1.0,-6.0,1.0,1.0,0.0,0.0,177,1,slight_ew,14.4,15.8,22.9,22.1,P1,28.43
16.0,21.0,20.0,5.0,0.0,6.0,14.0,0.0,16.0,30.0,24.0,10.0,1.39,2.37,10.58,11.18,-12.0,-5.0,2.0,-2.0,0.0,0.0,177,2,slight_ew,14.4,15.8,22.9,22.1,P2,36.51
12.0,22.0,33.0,10.0,0.0,1.0,29.0,5.0,4.0,12.0,30.0,18.0,0.65,1.01,10.45,11.17,-11.0,-15.0,1.0,0.0,0.0,0.0,177,3,slight_ew,14.4,15.8,22.9,22.1,P2,40.88
56.0,32.0,2.0,1.0,38.0,14.0,0.0,0.0,54.0,36.0,8.0,4.0,1.5,1.46,12.78,12.62,-6.0,-10.0,0.0,0.0,0.0,0.0,178,1,heavy_ns,42.6,27.8,6.3,7.9,P7,56.52
85.0,33.0,2.0,5.0,72.0,20.0,0.0,2.0,54.0,34.0,8.0,10.0,3.47,3.47,13.72,12.32,-1.0,-7.0,0.0,2.0,0.0,0.0,178,2,heavy_ns,42.6,27.8,6.3,7.9,P7,79.05
111.0,48.0,5.0,4.0,98.0,35.0,2.0,1.0,34.0,26.0,12.0,12.0,3.28,3.27,13.55,11.71,-4.0,-7.0,2.0,1.0,0.0,0.0,178,3,heavy_ns,42.6,27.8,6.3,7.9,P7,100.17
20.0,14.0,5.0,5.0,3.0,0.0,2.0,0.0,24.0,24.0,18.0,18.0,2.26,2.29,11.0,13.81,-8.0,-6.0,1.0,0.0,0.0,0.0,179,1,random_mix,19.2,20.5,22.4,12.9,P4,18.55
20.0,14.0,6.0,1.0,2.0,0.0,5.0,0.0,6.0,20.0,14.0,8.0,1.65,2.19,10.5,14.3,-13.0,-8.0,5.0,0.0,0.0,0.0,179,2,random_mix,19.2,20.5,22.4,12.9,P4,21.88
17.0,20.0,14.0,3.0,0.0,3.0,10.0,1.0,24.0,26.0,26.0,10.0,3.4,1.84,10.46,10.5,-6.0,-11.0,5.0,1.0,0.0,0.0,179,3,random_mix,19.2,20.5,22.4,12.9,P4,22.86
44.0,39.0,0.0,1.0,26.0,22.0,0.0,0.0,42.0,38.0,6.0,4.0,1.66,1.68,14.33,14.36,-7.0,-5.0,0.0,0.0,0.0,0.0,180,1,heavy_ns,43.2,34.0,8.0,6.7,P7,57.2
78.0,51.0,3.0,0.0,65.0,38.0,0.0,0.0,54.0,36.0,10.0,0.0,3.27,3.45,13.74,13.89,4.0,0.0,0.0,0.0,0.0,0.0,180,2,heavy_ns,43.2,34.0,8.0,6.7,P7,80.48
105.0,72.0,2.0,3.0,93.0,59.0,0.0,0.0,40.0,34.0,6.0,10.0,3.66,3.21,11.98,12.07,-2.0,-3.0,0.0,0.0,0.0,0.0,180,3,heavy_ns,43.2,34.0,8.0,6.7,P7,98.27
16.0,26.0,4.0,5.0,0.0,7.0,0.0,0.0,24.0,22.0,20.0,18.0,2.46,1.4,10.99,12.55,-9.0,-11.0,0.0,0.0,0.0,0.0,181,1,balanced,20.7,18.9,19.1,19.5,P5,29.08
21.0,32.0,10.0,4.0,5.0,16.0,6.0,0.0,26.0,28.0,28.0,18.0,2.11,2.05,10.43,12.09,-11.0,-8.0,3.0,0.0,0.0,0.0,181,2,balanced,20.7,18.9,19.1,19.5,P5,35.45
27.0,27.0,10.0,8.0,11.0,11.0,4.0,2.0,18.0,18.0,16.0,20.0,1.98,1.98,11.1,11.07,-9.0,-10.0,0.0,-3.0,0.0,0.0,181,3,balanced,20.7,18.9,19.1,19.5,P6,33.7
11.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,18.0,12.0,8.0,20.0,4.13,3.17,13.54,11.09,-4.0,-3.0,0.0,0.0,0.0,0.0,182,1,balanced,15.3,13.7,14.0,13.3,P5,15.97
13.0,12.0,1.0,7.0,0.0,0.0,1.0,0.0,12.0,18.0,8.0,22.0,0.79,2.56,9.76,13.11,-10.0,-7.0,1.0,0.0,0.0,0.0,182,2,balanced,15.3,13.7,14.0,13.3,P5,17.02
13.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,14.0,14.0,1.83,1.95,11.57,13.45,-9.0,-8.0,0.0,0.0,0.0,0.0,182,3,balanced,15.3,13.7,14.0,13.3,P5,15.17
9.0,11.0,11.0,5.0,0.0,0.0,5.0,0.0,12.0,10.0,28.0,26.0,1.8,1.8,10.78,12.68,-6.0,-8.0,0.0,0.0,0.0,0.0,183,1,moderate_ew,11.1,12.4,26.3,20.2,P1,22.94
14.0,14.0,16.0,8.0,0.0,0.0,12.0,3.0,16.0,12.0,24.0,22.0,1.18,0.85,10.56,11.31,-9.0,-12.0,1.0,3.0,0.0,0.0,183,2,moderate_ew,11.1,12.4,26.3,20.2,P1,28.15
14.0,15.0,26.0,4.0,0.0,0.0,20.0,0.0,10.0,16.0,24.0,16.0,1.4,1.05,11.11,11.57,-10.0,-9.0,2.0,0.0,0.0,0.0,183,3,moderate_ew,11.1,12.4,26.3,20.2,P1,33.11
25.0,20.0,4.0,3.0,8.0,0.0,0.0,0.0,28.0,24.0,16.0,16.0,1.73,1.14,13.32,11.4,-6.0,-10.0,0.0,0.0,0.0,0.0,185,1,slight_ns,20.4,20.8,14.8,15.7,P4,19.8
25.0,20.0,7.0,5.0,7.0,2.0,0.0,0.0,28.0,22.0,22.0,24.0,1.64,1.2,12.68,12.25,-8.0,-10.0,-1.0,0.0,0.0,0.0,185,2,slight_ns,20.4,20.8,14.8,15.7,P6,22.56
23.0,15.0,1.0,4.0,9.0,2.0,0.0,1.0,20.0,24.0,10.0,22.0,2.78,2.34,10.23,11.92,-6.0,-5.0,0.0,1.0,0.0,0.0,185,3,slight_ns,20.4,20.8,14.8,15.7,P4,24.28
16.0,17.0,12.0,4.0,0.0,0.0,7.0,0.0,18.0,18.0,28.0,10.0,1.86,0.64,10.06,12.14,-10.0,-13.0,4.0,0.0,0.0,0.0,186,1,random_mix,18.6,14.2,20.7,8.8,P2,26.99
19.0,11.0,21.0,4.0,1.0,0.0,15.0,0.0,22.0,14.0,18.0,12.0,1.7,0.78,10.63,12.36,-9.0,-7.0,0.0,0.0,0.0,0.0,186,2,random_mix,18.6,14.2,20.7,8.8,P3,30.05
20.0,12.0,17.0,1.0,0.0,0.0,12.0,0.0,16.0,14.0,24.0,2.0,1.18,2.14,11.37,14.24,-17.0,-9.0,-1.0,0.0,0.0,0.0,186,3,random_mix,18.6,14.2,20.7,8.8,P4,29.17
31.0,20.0,3.0,1.0,13.0,0.0,0.0,0.0,36.0,22.0,8.0,4.0,1.48,0.89,13.09,13.74,-6.0,-14.0,0.0,0.0,0.0,0.0,188,1,moderate_ns,30.9,20.4,10.9,11.4,P7,34.33
49.0,9.0,6.0,6.0,36.0,0.0,2.0,1.0,42.0,14.0,16.0,14.0,3.49,3.28,11.53,10.69,-3.0,-3.0,2.0,1.0,0.0,0.0,188,2,moderate_ns,30.9,20.4,10.9,11.4,P7,49.05
71.0,8.0,1.0,4.0,58.0,0.0,0.0,0.0,44.0,14.0,6.0,18.0,3.3,2.47,13.97,12.94,-3.0,-3.0,0.0,0.0,0.0,0.0,188,3,moderate_ns,30.9,20.4,10.9,11.4,P7,63.31
23.0,18.0,3.0,8.0,5.0,0.0,0.0,3.0,18.0,26.0,14.0,22.0,1.48,2.74,12.79,10.02,-12.0,-9.0,0.0,0.0,0.0,0.0,189,1,slight_ns,21.3,19.2,14.2,15.8,P5,25.44
33.0,14.0,4.0,2.0,17.0,0.0,1.0,0.0,32.0,16.0,12.0,12.0,2.18,2.47,11.34,11.46,-6.0,-10.0,1.0,0.0,0.0,0.0,189,2,slight_ns,21.3,19.2,14.2,15.8,P6,27.75
27.0,13.0,0.0,5.0,12.0,0.0,0.0,2.0,16.0,16.0,8.0,14.0,2.42,2.23,13.85,11.29,-8.0,-7.0,0.0,2.0,0.0,0.0,189,3,slight_ns,21.3,19.2,14.2,15.8,P6,27.3
15.0,11.0,11.0,3.0,0.0,0.0,6.0,1.0,18.0,10.0,28.0,12.0,1.86,0.77,11.02,12.43,-9.0,-8.0,3.0,1.0,0.0,0.0,192,1,slight_ew,16.1,13.9,23.8,18.3,P1,20.55
17.0,22.0,15.0,4.0,0.0,4.0,10.0,1.0,22.0,28.0,34.0,16.0,1.34,1.52,10.58,10.88,-13.0,-9.0,2.0,0.0,0.0,0.0,192,2,slight_ew,16.1,13.9,23.8,18.3,P4,24.79
13.0,14.0,21.0,5.0,0.0,0.0,16.0,1.0,18.0,16.0,28.0,20.0,1.13,1.51,10.19,11.15,-10.0,-10.0,2.0,1.0,0.0,0.0,192,3,slight_ew,16.1,13.9,23.8,18.3,P3,27.79
18.0,12.0,0.0,8.0,0.0,0.0,0.0,2.0,20.0,20.0,6.0,26.0,1.55,2.73,13.48,10.65,-11.0,-6.0,0.0,2.0,0.0,0.0,194,1,slight_ns,22.8,22.4,15.6,14.2,P5,19.19
19.0,12.0,9.0,4.0,3.0,0.0,3.0,0.0,20.0,12.0,14.0,16.0,2.23,1.26,10.92,11.84,-8.0,-7.0,-2.0,0.0,0.0,0.0,194,2,slight_ns,22.8,22.4,15.6,14.2,P6,20.41
21.0,13.0,4.0,2.0,6.0,1.0,0.0,1.0,30.0,20.0,10.0,8.0,2.55,4.61,11.95,10.04,-9.0,-3.0,0.0,1.0,0.0,0.0,194,3,slight_ns,22.8,22.4,15.6,14.2,P6,26.78
13.0,12.0,9.0,6.0,0.0,1.0,4.0,0.0,20.0,18.0,16.0,24.0,2.58,5.18,10.25,13.4,-7.0,-3.0,0.0,0.0,0.0,0.0,196,1,slight_ew,16.0,13.7,19.8,20.2,P1,23.91
16.0,14.0,16.0,17.0,0.0,0.0,11.0,12.0,14.0,6.0,24.0,28.0,2.29,1.31,10.52,10.58,-9.0,-11.0,1.0,2.0,0.0,0.0,196,2,slight_ew,16.0,13.7,19.8,20.2,P1,31.55
15.0,6.0,15.0,24.0,0.0,0.0,10.0,19.0,14.0,8.0,26.0,32.0,1.32,3.5,10.33,10.24,-11.0,-3.0,3.0,0.0,0.0,0.0,196,3,slight_ew,16.0,13.7,19.8,20.2,P1,33.26
26.0,26.0,7.0,7.0,8.0,11.0,2.0,2.0,38.0,42.0,20.0,22.0,1.55,2.3,10.71,10.18,-8.0,-2.0,0.0,2.0,0.0,0.0,198,1,moderate_ns,31.8,21.1,13.4,13.0,P6,31.28
29.0,28.0,2.0,5.0,15.0,14.0,0.0,2.0,28.0,28.0,8.0,14.0,2.7,2.95,13.67,12.54,-4.0,-7.0,0.0,2.0,0.0,0.0,198,2,moderate_ns,31.8,21.1,13.4,13.0,P7,40.63
36.0,35.0,4.0,2.0,23.0,22.0,0.0,1.0,34.0,32.0,12.0,8.0,3.48,3.33,11.67,8.35,-2.0,-3.0,0.0,1.0,0.0,0.0,198,3,moderate_ns,31.8,21.1,13.4,13.0,P7,50.65
28.0,16.0,1.0,2.0,10.0,1.0,0.0,1.0,20.0,18.0,6.0,10.0,1.64,1.33,14.08,10.29,-12.0,-9.0,0.0,1.0,0.0,0.0,199,1,moderate_ns,31.7,20.0,13.8,13.3,P7,30.21
34.0,11.0,5.0,2.0,21.0,4.0,0.0,1.0,24.0,20.0,20.0,6.0,3.25,6.47,14.11,8.63,-5.0,0.0,0.0,1.0,0.0,0.0,199,2,moderate_ns,31.7,20.0,13.8,13.3,P6,37.5
48.0,15.0,4.0,5.0,34.0,0.0,0.0,1.0,32.0,26.0,18.0,18.0,2.74,2.93,12.96,10.83,-7.0,-7.0,0.0,0.0,0.0,0.0,199,3,moderate_ns,31.7,20.0,13.8,13.3,P7,46.76
9.0,3.0,22.0,13.0,0.0,0.0,16.0,7.0,8.0,4.0,42.0,30.0,2.07,0.62,11.13,10.15,-6.0,-2.0,4.0,3.0,0.0,0.0,200,1,heavy_ew,7.7,6.6,42.5,29.6,P1,43.38
9.0,5.0,44.0,24.0,0.0,0.0,39.0,18.0,6.0,6.0,30.0,34.0,1.8,1.82,10.46,10.8,-6.0,-4.0,5.0,4.0,0.0,0.0,200,2,heavy_ew,7.7,6.6,42.5,29.6,P1,61.75
10.0,8.0,72.0,31.0,0.0,0.0,68.0,27.0,10.0,2.0,38.0,28.0,1.82,1.06,10.6,10.68,-5.0,-7.0,5.0,4.0,0.0,0.0,200,3,heavy_ew,7.7,6.6,42.5,29.6,P1,75.7
13.0,11.0,10.0,11.0,0.0,0.0,4.0,5.0,20.0,12.0,28.0,20.0,3.52,2.08,10.68,11.37,-6.0,-5.0,0.0,-1.0,0.0,0.0,201,1,balanced,18.9,20.4,20.2,20.8,P2,19.82
15.0,20.0,7.0,8.0,0.0,0.0,3.0,2.0,18.0,18.0,12.0,16.0,2.04,0.65,10.4,10.99,-10.0,-16.0,0.0,0.0,0.0,0.0,201,2,balanced,18.9,20.4,20.2,20.8,P2,21.11
13.0,20.0,10.0,10.0,0.0,3.0,2.0,6.0,12.0,26.0,28.0,24.0,1.7,1.78,12.18,10.43,-9.0,-9.0,2.0,-1.0,0.0,0.0,201,3,balanced,18.9,20.4,20.2,20.8,P2,26.21
32.0,25.0,2.0,4.0,10.0,8.0,0.0,0.0,28.0,26.0,10.0,10.0,0.85,1.69,12.06,11.34,-15.0,-6.0,0.0,0.0,0.0,0.0,202,1,heavy_ns,36.6,27.8,7.6,6.5,P7,34.6
29.0,29.0,3.0,1.0,17.0,16.0,0.0,0.0,24.0,36.0,10.0,4.0,3.77,3.55,12.28,9.66,-4.0,-2.0,-1.0,0.0,0.0,0.0,202,2,heavy_ns,36.6,27.8,7.6,6.5,P7,53.08
57.0,48.0,2.0,2.0,44.0,36.0,1.0,1.0,40.0,38.0,10.0,12.0,3.19,3.81,10.68,10.76,-1.0,-3.0,1.0,1.0,0.0,0.0,202,3,heavy_ns,36.6,27.8,7.6,6.5,P7,74.54
34.0,32.0,5.0,4.0,16.0,14.0,0.0,0.0,44.0,26.0,10.0,8.0,1.52,1.48,11.35,11.73,-5.0,-11.0,0.0,0.0,0.0,0.0,203,1,heavy_ns,36.3,24.3,8.5,7.2,P7,43.47
47.0,37.0,5.0,2.0,34.0,24.0,0.0,1.0,46.0,38.0,20.0,6.0,3.16,3.38,12.84,11.28,3.0,-1.0,0.0,1.0,0.0,0.0,203,2,heavy_ns,36.3,24.3,8.5,7.2,P7,56.4
59.0,42.0,1.0,1.0,46.0,29.0,0.0,0.0,36.0,26.0,8.0,2.0,3.5,3.26,13.59,11.62,1.0,-5.0,0.0,0.0,0.0,0.0,203,3,heavy_ns,36.3,24.3,8.5,7.2,P7,71.81
